ticket_id,employee_name,issue_description,status,exact_error_code,created_at,priority,resolution_notes,system
TKT-228922,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,In Progress,Subscription Cancellation,2022-09-30,P1,Bug logged internally and workaround shared with the customer.,
TKT-351570,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,Pending Customer,Security Concern,2022-05-01,P1,Explained billing breakdown and clarified applicable charges.,
TKT-250844,[REDACTED_PERSON],The system is not syncing data across devices properly.,Open,Payment Problem,2024-07-08,P2,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-254662,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Open,Data Sync Issue,2023-05-13,P3,Security settings updated and customer notified of precautionary measures.,
TKT-307405,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,In Progress,Refund Request,2023-10-08,P3,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-233332,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Closed,Account Suspension,2022-12-28,P2,Data synchronization restored after backend service restart.,
TKT-322505,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,Resolved,Subscription Cancellation,2023-08-13,P1,Explained billing breakdown and clarified applicable charges.,
TKT-276602,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Closed,Bug Report,2022-07-17,P2,Subscription status corrected and confirmation email sent to customer.,
TKT-315573,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,In Progress,Feature Request,2023-02-17,P4,Data synchronization restored after backend service restart.,
TKT-297887,[REDACTED_PERSON],The system is not syncing data across devices properly.,Resolved,Account Suspension,2022-12-16,P3,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-271399,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,In Progress,Performance Issue,2022-05-29,P3,The issue was escalated to engineering and resolved in the latest patch.,
TKT-327162,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,In Progress,Data Sync Issue,2022-07-17,P3,Bug logged internally and workaround shared with the customer.,
TKT-218484,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Closed,Subscription Cancellation,2023-04-23,P4,Subscription status corrected and confirmation email sent to customer.,
TKT-293587,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Closed,Subscription Cancellation,2023-10-11,P3,Bug logged internally and workaround shared with the customer.,
TKT-338311,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Open,Subscription Cancellation,2023-06-25,P2,Data synchronization restored after backend service restart.,
TKT-300034,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Pending Customer,Data Sync Issue,2022-08-23,P2,Subscription status corrected and confirmation email sent to customer.,
TKT-273442,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,In Progress,Feature Request,2023-02-25,P1,Explained billing breakdown and clarified applicable charges.,
TKT-207349,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,In Progress,Bug Report,2024-05-26,P3,Subscription status corrected and confirmation email sent to customer.,
TKT-388643,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Open,Performance Issue,2022-06-03,P2,Data synchronization restored after backend service restart.,
TKT-388725,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,In Progress,Security Concern,2023-11-30,P2,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-352119,[REDACTED_PERSON],The system is not syncing data across devices properly.,Closed,Data Sync Issue,2022-01-15,P3,Bug logged internally and workaround shared with the customer.,
TKT-290312,[REDACTED_PERSON],The system is not syncing data across devices properly.,In Progress,Subscription Cancellation,2024-03-19,P4,Data synchronization restored after backend service restart.,
TKT-390825,[REDACTED_PERSON],The system is not syncing data across devices properly.,Open,Feature Request,2023-05-17,P3,The issue was escalated to engineering and resolved in the latest patch.,
TKT-222171,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Closed,Data Sync Issue,2024-01-12,P2,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-324031,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Closed,Data Sync Issue,2023-11-10,P1,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-369285,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Closed,Subscription Cancellation,2023-04-23,P3,Data synchronization restored after backend service restart.,
TKT-321616,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Open,Login Issue,2024-04-14,P2,We have reset the account credentials and advised the customer to retry login.,
TKT-269106,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,In Progress,Login Issue,2022-05-14,P3,Explained billing breakdown and clarified applicable charges.,
TKT-301798,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Pending Customer,Bug Report,2024-02-09,P2,Explained billing breakdown and clarified applicable charges.,
TKT-257412,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,Pending Customer,Login Issue,2022-12-26,P2,Security settings updated and customer notified of precautionary measures.,
TKT-388045,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,Closed,Data Sync Issue,2024-04-29,P1,Bug logged internally and workaround shared with the customer.,
TKT-252806,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Resolved,Data Sync Issue,2023-12-03,P3,Data synchronization restored after backend service restart.,
TKT-394830,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Pending Customer,Performance Issue,2022-07-02,P1,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-361010,[REDACTED_PERSON],The system is not syncing data across devices properly.,Resolved,Data Sync Issue,2024-04-16,P3,We have reset the account credentials and advised the customer to retry login.,
TKT-305359,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,Pending Customer,Subscription Cancellation,2024-12-21,P4,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-246745,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,Resolved,Login Issue,2023-11-20,P1,Subscription status corrected and confirmation email sent to customer.,
TKT-340134,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,In Progress,Payment Problem,2024-08-13,P3,Bug logged internally and workaround shared with the customer.,
TKT-207601,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Closed,Bug Report,2024-02-02,P4,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-247560,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Pending Customer,Subscription Cancellation,2024-09-24,P2,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-311040,[REDACTED_PERSON],The system is not syncing data across devices properly.,Closed,Bug Report,2023-01-10,P2,Explained billing breakdown and clarified applicable charges.,
TKT-203383,[REDACTED_PERSON],The application crashes whenever I try to upload a file.,Pending Customer,Performance Issue,2024-11-01,P1,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-350562,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Resolved,Payment Problem,2024-03-21,P2,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-206059,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,Resolved,Refund Request,2023-12-27,P3,Explained billing breakdown and clarified applicable charges.,
TKT-330974,[REDACTED_PERSON],The system is not syncing data across devices properly.,In Progress,Data Sync Issue,2023-07-25,P4,Explained billing breakdown and clarified applicable charges.,
TKT-361663,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Closed,Payment Problem,2023-03-22,P2,Explained billing breakdown and clarified applicable charges.,
TKT-372658,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,In Progress,Subscription Cancellation,2022-04-13,P1,The issue was escalated to engineering and resolved in the latest patch.,
TKT-356735,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,In Progress,Subscription Cancellation,2022-10-26,P1,We have reset the account credentials and advised the customer to retry login.,
TKT-315235,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,In Progress,Feature Request,2024-03-08,P2,We have reset the account credentials and advised the customer to retry login.,
